Algorithm,Iteration,costValue
ParticleSwarmAlg,76,24.60
ParticleSwarmAlg,77,24.60
ParticleSwarmAlg,78,24.60
ParticleSwarmAlg,79,24.60
ParticleSwarmAlg,80,24.60
ParticleSwarmAlg,81,24.60
ParticleSwarmAlg,82,24.60
ParticleSwarmAlg,83,24.60
ParticleSwarmAlg,84,24.60
ParticleSwarmAlg,85,24.60
ParticleSwarmAlg,86,24.60
ParticleSwarmAlg,87,24.60
ParticleSwarmAlg,88,24.60
ParticleSwarmAlg,89,24.60
ParticleSwarmAlg,90,24.60
ParticleSwarmAlg,91,24.60
ParticleSwarmAlg,92,24.60
ParticleSwarmAlg,93,24.60
ParticleSwarmAlg,94,24.60
ParticleSwarmAlg,95,24.60
ParticleSwarmAlg,96,24.60
ParticleSwarmAlg,97,24.60
ParticleSwarmAlg,98,24.60
ParticleSwarmAlg,99,24.60
ParticleSwarmAlg,0,26.20
ParticleSwarmAlg,1,25.60
ParticleSwarmAlg,2,25.60
ParticleSwarmAlg,3,25.60
ParticleSwarmAlg,4,25.60
ParticleSwarmAlg,5,25.60
ParticleSwarmAlg,6,25.60
ParticleSwarmAlg,7,25.60
ParticleSwarmAlg,8,25.00
ParticleSwarmAlg,9,24.80
ParticleSwarmAlg,10,24.80
ParticleSwarmAlg,11,24.80
ParticleSwarmAlg,12,24.80
ParticleSwarmAlg,13,24.80
ParticleSwarmAlg,14,24.80
ParticleSwarmAlg,15,24.80
ParticleSwarmAlg,16,24.80
ParticleSwarmAlg,17,24.80
ParticleSwarmAlg,18,24.80
ParticleSwarmAlg,19,24.80
ParticleSwarmAlg,20,24.80
ParticleSwarmAlg,21,24.80
ParticleSwarmAlg,22,24.80
ParticleSwarmAlg,23,24.80
ParticleSwarmAlg,24,24.80
ParticleSwarmAlg,25,24.80
ParticleSwarmAlg,26,24.80
ParticleSwarmAlg,27,24.80
ParticleSwarmAlg,28,24.80
ParticleSwarmAlg,29,24.80
ParticleSwarmAlg,30,24.80
ParticleSwarmAlg,31,24.80
ParticleSwarmAlg,32,24.80
ParticleSwarmAlg,33,24.80
ParticleSwarmAlg,34,24.80
ParticleSwarmAlg,35,24.80
ParticleSwarmAlg,36,24.80
ParticleSwarmAlg,37,24.80
ParticleSwarmAlg,38,24.80
ParticleSwarmAlg,39,24.80
ParticleSwarmAlg,40,24.80
ParticleSwarmAlg,41,24.80
ParticleSwarmAlg,42,24.80
ParticleSwarmAlg,43,24.80
ParticleSwarmAlg,44,24.80
ParticleSwarmAlg,45,24.80
ParticleSwarmAlg,46,24.80
ParticleSwarmAlg,47,24.80
ParticleSwarmAlg,48,24.80
ParticleSwarmAlg,49,24.80
ParticleSwarmAlg,50,24.80
ParticleSwarmAlg,51,24.80
ParticleSwarmAlg,52,24.80
ParticleSwarmAlg,53,24.80
ParticleSwarmAlg,54,24.80
ParticleSwarmAlg,55,24.80
ParticleSwarmAlg,56,24.80
ParticleSwarmAlg,57,24.80
ParticleSwarmAlg,58,24.80
ParticleSwarmAlg,59,24.80
ParticleSwarmAlg,60,24.80
ParticleSwarmAlg,61,24.80
ParticleSwarmAlg,62,24.80
ParticleSwarmAlg,63,24.80
ParticleSwarmAlg,64,24.80
ParticleSwarmAlg,65,24.80
ParticleSwarmAlg,66,24.80
ParticleSwarmAlg,67,24.80
ParticleSwarmAlg,68,24.80
ParticleSwarmAlg,69,24.80
ParticleSwarmAlg,70,24.80
ParticleSwarmAlg,71,24.80
ParticleSwarmAlg,72,24.80
ParticleSwarmAlg,73,24.80
ParticleSwarmAlg,74,24.80
ParticleSwarmAlg,75,24.80
ParticleSwarmAlg,76,24.80
ParticleSwarmAlg,77,24.80
ParticleSwarmAlg,78,24.80
ParticleSwarmAlg,79,24.80
ParticleSwarmAlg,80,24.80
ParticleSwarmAlg,81,24.80
ParticleSwarmAlg,82,24.80
ParticleSwarmAlg,83,24.80
ParticleSwarmAlg,84,24.80
ParticleSwarmAlg,85,24.80
ParticleSwarmAlg,86,24.80
ParticleSwarmAlg,87,24.80
ParticleSwarmAlg,88,24.80
ParticleSwarmAlg,89,24.80
ParticleSwarmAlg,90,24.80
ParticleSwarmAlg,91,24.80
ParticleSwarmAlg,92,24.80
ParticleSwarmAlg,93,24.80
ParticleSwarmAlg,94,24.80
ParticleSwarmAlg,95,24.80
ParticleSwarmAlg,96,24.80
ParticleSwarmAlg,97,24.80
ParticleSwarmAlg,98,24.80
ParticleSwarmAlg,99,24.80
ParticleSwarmAlg,0,25.40
ParticleSwarmAlg,1,25.20
ParticleSwarmAlg,2,24.60
ParticleSwarmAlg,3,24.60
ParticleSwarmAlg,4,24.60
ParticleSwarmAlg,5,24.60
ParticleSwarmAlg,6,24.60
ParticleSwarmAlg,7,24.60
ParticleSwarmAlg,8,24.60
ParticleSwarmAlg,9,24.60
ParticleSwarmAlg,10,24.60
ParticleSwarmAlg,11,24.60
ParticleSwarmAlg,12,24.60
ParticleSwarmAlg,13,24.60
ParticleSwarmAlg,14,24.60
ParticleSwarmAlg,15,24.60
ParticleSwarmAlg,16,24.60
ParticleSwarmAlg,17,24.60
ParticleSwarmAlg,18,24.60
ParticleSwarmAlg,19,24.60
ParticleSwarmAlg,20,24.60
ParticleSwarmAlg,21,24.60
ParticleSwarmAlg,22,24.60
ParticleSwarmAlg,23,24.60
ParticleSwarmAlg,24,24.60
ParticleSwarmAlg,25,24.60
ParticleSwarmAlg,26,24.40
ParticleSwarmAlg,27,24.40
ParticleSwarmAlg,28,24.40
ParticleSwarmAlg,29,24.40
ParticleSwarmAlg,30,24.40
ParticleSwarmAlg,31,24.40
ParticleSwarmAlg,32,24.40
ParticleSwarmAlg,33,24.40
ParticleSwarmAlg,34,24.40
ParticleSwarmAlg,35,24.40
ParticleSwarmAlg,36,24.40
ParticleSwarmAlg,37,24.40
ParticleSwarmAlg,38,24.40
ParticleSwarmAlg,39,24.40
ParticleSwarmAlg,40,24.40
ParticleSwarmAlg,41,24.40
ParticleSwarmAlg,42,24.40
ParticleSwarmAlg,43,24.40
ParticleSwarmAlg,44,24.40
ParticleSwarmAlg,45,24.40
ParticleSwarmAlg,46,24.40
ParticleSwarmAlg,47,24.40
ParticleSwarmAlg,48,24.40
ParticleSwarmAlg,49,24.40
ParticleSwarmAlg,50,24.40
ParticleSwarmAlg,51,24.40
ParticleSwarmAlg,52,24.40
ParticleSwarmAlg,53,24.40
ParticleSwarmAlg,54,24.40
ParticleSwarmAlg,55,24.40
ParticleSwarmAlg,56,24.40
ParticleSwarmAlg,57,24.40
ParticleSwarmAlg,58,24.40
ParticleSwarmAlg,59,24.40
ParticleSwarmAlg,60,24.40
ParticleSwarmAlg,61,24.40
ParticleSwarmAlg,62,24.40
ParticleSwarmAlg,63,24.40
ParticleSwarmAlg,64,24.40
ParticleSwarmAlg,65,24.40
ParticleSwarmAlg,66,24.40
ParticleSwarmAlg,67,24.40
ParticleSwarmAlg,68,24.40
ParticleSwarmAlg,69,24.40
ParticleSwarmAlg,70,24.40
ParticleSwarmAlg,71,24.40
ParticleSwarmAlg,72,24.40
ParticleSwarmAlg,73,24.40
ParticleSwarmAlg,74,24.40
ParticleSwarmAlg,75,24.40
ParticleSwarmAlg,76,24.40
ParticleSwarmAlg,77,24.40
ParticleSwarmAlg,78,24.40
ParticleSwarmAlg,79,24.40
ParticleSwarmAlg,80,24.40
ParticleSwarmAlg,81,24.40
ParticleSwarmAlg,82,24.40
ParticleSwarmAlg,83,24.40
ParticleSwarmAlg,84,24.40
ParticleSwarmAlg,85,24.40
ParticleSwarmAlg,86,24.40
ParticleSwarmAlg,87,24.40
ParticleSwarmAlg,88,24.40
ParticleSwarmAlg,89,24.40
ParticleSwarmAlg,90,24.40
ParticleSwarmAlg,91,24.40
ParticleSwarmAlg,92,24.40
ParticleSwarmAlg,93,24.40
ParticleSwarmAlg,94,24.40
ParticleSwarmAlg,95,24.40
ParticleSwarmAlg,96,24.40
ParticleSwarmAlg,97,24.40
ParticleSwarmAlg,98,24.40
ParticleSwarmAlg,99,24.40
